
 ==================================================================================
 SPGL1_SLIM v. 46  (Tue, 14 Jun 2011) based on v.1017
 ==================================================================================
 No. rows              :      120      No. columns           :      512
 Initial tau           : 2.00e+01      Two-norm of b         : 2.11e+00
 Optimality tol        : 1.00e-04      Target one-norm of x  : 2.00e+01
 Basis pursuit tol     : 1.00e-06      Maximum iterations    :     1200

  Iter      Objective   Relative Gap      gNorm   stepG    nnzX    nnzG
    47  2.3240693e-02  5.8819847e-03   2.32e-02  2.604e-03     0.0      28       0
    48  2.3156194e-02  3.3858823e-03   2.32e-02  2.466e-03     0.0      29       0
    49  2.3102015e-02  1.8263903e-03   2.31e-02  2.385e-03     0.0      27       0
    50  2.3115609e-02  3.8246165e-03   2.31e-02  2.475e-03     0.0      25       0
    51  2.3090166e-02  1.2410050e-03   2.31e-02  2.353e-03     0.0      25       0
    52  2.3087740e-02  4.9679327e-04   2.31e-02  2.314e-03     0.0      25       0  1.9997618e+01
    53  6.5356158e-03  9.1904261e-03   6.54e-03  7.937e-04     0.0      87       0
    54  5.1287161e-03  1.9005027e-03   5.13e-03  5.390e-04     0.0      87       0
    55  4.7852122e-03  2.1173599e-03   4.79e-03  5.065e-04     0.0      86       0
    56  4.1800083e-03  1.7711721e-03   4.18e-03  4.578e-04     0.0      82       0
    57  4.2177865e-03  5.5669443e-03   4.22e-03  5.356e-04     0.0      72       0
    58  4.7800135e-03  1.1171706e-02   4.78e-03  9.351e-04     0.0      68       0
    59  3.4984263e-03  1.4278702e-03   3.50e-03  3.585e-04     0.0      70       0
    60  3.3941668e-03  1.4570705e-03   3.39e-03  3.568e-04     0.0      70       0
    61  3.3147539e-03  1.2520580e-03   3.31e-03  3.397e-04     0.0      71       0
    62  2.8444729e-03  1.6732859e-03   2.84e-03  3.205e-04     0.0      60       0
    63  2.7493155e-03  1.1396805e-03   2.75e-03  2.850e-04    -0.3      63       0
    64  2.6825761e-03  1.3614425e-03   2.68e-03  2.899e-04     0.0      61       0
    65  2.6109825e-03  7.0346371e-04   2.61e-03  2.525e-04     0.0      61       0
    66  2.5701424e-03  7.3748689e-04   2.57e-03  2.516e-04     0.0      61       0
    67  2.5048415e-03  5.1493299e-04   2.50e-03  2.347e-04     0.0      61       0
    68  2.5667231e-03  4.4591780e-03   2.57e-03  4.110e-04     0.0      57       0
    69  2.2222692e-03  4.1185566e-04   2.22e-03  2.107e-04    -0.3      55       0
    70  2.1923251e-03  4.8569639e-04   2.19e-03  2.093e-04     0.0      55       0
    71  2.1354814e-03  4.8753292e-04   2.14e-03  2.028e-04     0.0      55       0
    72  1.9000121e-03  2.6723878e-03   1.90e-03  2.840e-04     0.0      48       0
    73  1.7972503e-03  1.3698742e-03   1.80e-03  2.248e-04    -0.3      45       0
    74  1.7173306e-03  4.9335663e-04   1.72e-03  1.712e-04     0.0      46       0
    75  1.6907430e-03  4.6123270e-04   1.69e-03  1.663e-04     0.0      45       0
    76  1.6546315e-03  4.0208766e-04   1.65e-03  1.589e-04     0.0      45       0
    77  1.6478780e-03  1.8936603e-03   1.65e-03  2.249e-04     0.0      42       0
    78  1.5191412e-03  5.0147903e-04   1.52e-03  1.546e-04    -0.3      43       0
    79  1.5018089e-03  3.0414320e-04   1.50e-03  1.423e-04     0.0      42       0
    80  1.4608942e-03  3.8423165e-04   1.46e-03  1.419e-04     0.0      42       0
    81  1.4484786e-03  3.1613051e-03   1.45e-03  2.588e-04     0.0      34       0
    82  1.2340467e-03  1.0616268e-03   1.23e-03  1.587e-04    -0.3      32       0
    83  1.1446098e-03  3.9312707e-04   1.14e-03  1.184e-04     0.0      33       0
    84  1.1188287e-03  3.6622529e-04   1.12e-03  1.145e-04     0.0      33       0
