
 ==================================================================================
 SPGL1_SLIM v. 46  (Tue, 14 Jun 2011) based on v.1017
 ==================================================================================
 No. rows              :      200      No. columns           :      512
 Initial tau           : 2.00e+01      Two-norm of b         : 1.56e-01
 Optimality tol        : 1.00e-04      Target one-norm of x  : 2.00e+01
 Basis pursuit tol     : 1.00e-06      Maximum iterations    :      600

  Iter      Objective   Relative Gap      gNorm   stepG    nnzX    nnzG
   211  1.3238521e-02  7.7620389e-04   7.48e-05     0.0     151       0
   212  1.3222586e-02  3.7349996e-04   5.30e-05     0.0     151       0
   213  1.3218598e-02  2.7659773e-04   4.84e-05     0.0     151       0
   214  1.3209469e-02  2.8480902e-04   4.87e-05     0.0     151       0
   215  1.1722297e-02  2.5257510e-03   1.58e-04    -0.3     135       0
   216  1.3187088e-02  1.1855621e-02   6.07e-04    -0.3     160       0
   217  1.2465461e-02  6.3193378e-03   3.59e-04    -0.3     149       0
   218  1.1778052e-02  8.9487522e-04   7.61e-05     0.0     147       0
   219  1.1734888e-02  3.0229885e-04   4.73e-05     0.0     147       0
   220  1.1692860e-02  4.0272312e-04   5.13e-05     0.0     146       0
   221  1.1686988e-02  1.6490347e-03   1.16e-04    -0.3     143       0
   222  1.1625536e-02  2.9586568e-04   4.57e-05    -0.3     143       0
   223  1.1617022e-02  2.4915841e-04   4.35e-05     0.0     144       0
   224  1.1590254e-02  9.8626887e-04   7.84e-05     0.0     147       0
   225  1.1577004e-02  2.5071309e-04   4.34e-05    -0.3     145       0
   226  1.1571410e-02  2.9081764e-04   4.49e-05     0.0     146       0
   227  1.1564452e-02  2.3001620e-04   4.21e-05     0.0     146       0
   228  1.1537283e-02  5.8694862e-04   5.89e-05     0.0     144       0
   229  1.1535617e-02  5.7832070e-04   6.05e-05    -0.3     143       0
   230  1.1526093e-02  3.7279441e-04   4.86e-05     0.0     144       0
   231  1.1520380e-02  2.0658888e-04   4.09e-05     0.0     144       0
   232  1.1516745e-02  2.1705859e-04   4.13e-05     0.0     144       0
   233  1.1424262e-02  3.9440132e-04   4.98e-05     0.0     140       0
   234  1.1464901e-02  1.6829970e-03   1.18e-04    -0.3     141       0
   235  1.1440691e-02  1.2414687e-03   9.09e-05    -0.3     139       0
   236  1.1410118e-02  5.0509010e-04   5.67e-05     0.0     139       0
   237  1.1400386e-02  1.8831916e-04   4.00e-05     0.0     139       0
   238  1.1396607e-02  1.8326895e-04   3.97e-05     0.0     139       0
   239  1.1345674e-02  1.9253281e-03   1.23e-04    -0.3     138       0
   240  1.1319998e-02  6.4682748e-04   6.39e-05    -0.3     139       0
   241  1.1300642e-02  4.9739771e-04   5.42e-05     0.0     139       0
   242  1.1293247e-02  2.3553703e-04   4.18e-05     0.0     139       0
   243  1.1289917e-02  2.4230928e-04   4.20e-05     0.0     139       0
   244  1.1249237e-02  1.3359778e-03   9.91e-05    -0.3     138       0
   245  1.1228837e-02  8.5667148e-04   7.15e-05    -0.3     139       0
   246  1.1209269e-02  4.6662851e-04   5.40e-05     0.0     139       0
   247  1.1201171e-02  1.9410185e-04   3.96e-05     0.0     139       0
   248  1.1197978e-02  1.8338647e-04   3.90e-05     0.0     139       0
   249  1.1088191e-02  3.2812050e-03   1.88e-04     0.0     136       0
   250  1.1047430e-02  1.4739597e-03   1.06e-04    -0.3     137       0
   251  1.1001112e-02  1.4517012e-03   9.98e-05     0.0     136       0
   252  1.0967377e-02  2.2662726e-04   4.06e-05     0.0     137       0
   253  1.0962143e-02  2.9728820e-04   4.38e-05     0.0     137       0
   254  1.0942772e-02  1.9138039e-04   3.87e-05     0.0     138       0
   255  1.0941911e-02  1.5836049e-03   1.06e-04    -0.3     137       0
   256  1.0913570e-02  1.9279831e-04   3.89e-05    -0.3     138       0
   257  1.0907105e-02  3.5050268e-04   4.61e-05     0.0     138       0
   258  1.0901799e-02  2.0586147e-04   3.92e-05     0.0     138       0
   259  1.0892176e-02  2.6737036e-04   4.20e-05     0.0     138       0
   260  1.0880020e-02  7.2339101e-04   6.63e-05    -0.3     138       0
   261  1.0867819e-02  2.9365326e-04   4.33e-05    -0.3     138       0
   262  1.0863363e-02  2.0290585e-04   3.92e-05     0.0     138       0
   263  1.0859382e-02  2.1695242e-04   3.96e-05     0.0     138       0
   264  1.0843698e-02  2.4443602e-04   4.13e-05     0.0     138       0
   265  1.0854678e-02  1.5249441e-03   1.03e-04    -0.3     138       0
   266  1.0826577e-02  2.2339401e-04   4.00e-05    -0.3     138       0
   267  1.0821238e-02  3.2630766e-04   4.48e-05     0.0     138       0
   268  1.0812491e-02  3.3606743e-04   4.60e-05     0.0     138       0
   269  1.0820308e-02  1.1218818e-03   8.31e-05     0.0     138       0
   270  1.0821155e-02  7.9589602e-04   7.01e-05     0.0     138       0
   271  1.0801565e-02  4.1429455e-04   4.88e-05     0.0     138       0
   272  1.0795431e-02  1.9997152e-04   3.87e-05     0.0     138       0
   273  1.0792752e-02  2.0261952e-04   3.88e-05     0.0     138       0
   274  9.9233977e-03  7.4526342e-04   6.47e-05     0.0     132       0
   275  1.0582678e-02  7.0893016e-03   3.72e-04    -0.3     144       0
   276  1.0313620e-02  3.9005271e-03   2.30e-04    -0.3     133       0
   277  1.0001756e-02  1.3566979e-03   9.37e-05     0.0     135       0
   278  9.9594010e-03  1.9625966e-04   3.75e-05     0.0     136       0
   279  9.9489796e-03  2.3373843e-04   3.91e-05     0.0     136       0
   280  9.8860540e-03  4.3129020e-04   4.89e-05     0.0     133       0
   281  9.9449997e-03  2.2248723e-03   1.35e-04    -0.3     136       0
   282  9.9402803e-03  1.3445621e-03   9.68e-05     0.0     132       0
   283  9.8839957e-03  5.1677956e-04   5.18e-05     0.0     133       0
   284  9.8733886e-03  1.8903538e-04   3.62e-05     0.0     133       0
   285  9.8692643e-03  2.0161830e-04   3.67e-05     0.0     133       0
   286  9.8004689e-03  1.6097850e-03   1.09e-04     0.0     132       0
   287  9.8539678e-03  2.5182489e-03   1.49e-04    -0.3     132       0
   288  9.7902671e-03  1.1465413e-03   8.61e-05     0.0     132       0
   289  9.7413713e-03  2.1049051e-04   3.67e-05     0.0     132       0
   290  9.7365398e-03  1.6126348e-04   3.44e-05     0.0     132       0
   291  9.7199783e-03  1.8182065e-04   3.51e-05     0.0     132       0
   292  9.5439379e-03  1.7169057e-03   1.14e-04     0.0     131       0
   293  9.5075680e-03  8.4383538e-04   6.67e-05    -0.3     131       0
   294  9.4891647e-03  5.8569894e-04   5.61e-05     0.0     131       0
   295  9.4751059e-03  1.8799964e-04   3.50e-05     0.0     131       0
   296  9.4719069e-03  1.8850065e-04   3.51e-05     0.0     131       0
   297  9.4535318e-03  5.1728932e-04   5.04e-05     0.0     131       0
   298  9.4470726e-03  1.9725173e-04   3.56e-05    -0.3     131       0
   299  9.4433571e-03  2.1301865e-04   3.59e-05     0.0     131       0
   300  9.4397742e-03  1.7572455e-04   3.43e-05     0.0     131       0
   301  9.4314236e-03  3.2020382e-04   4.09e-05     0.0     131       0
   302  9.4398862e-03  7.5628587e-04   6.46e-05    -0.3     131       0
   303  9.4233407e-03  2.1741660e-04   3.60e-05    -0.3     131       0
   304  9.4190810e-03  1.7243182e-04   3.41e-05     0.0     131       0
   305  9.4155430e-03  1.7019156e-04   3.38e-05     0.0     131       0
   306  9.4009978e-03  1.6896754e-04   3.37e-05     0.0     131       0
   307  9.4052884e-03  3.0269559e-03   1.72e-04    -0.3     132       0
   308  9.3258318e-03  8.3209877e-04   6.88e-05    -0.3     132       0
   309  9.2955267e-03  8.3470955e-04   6.56e-05     0.0     132       0
   310  9.2798363e-03  2.0479882e-04   3.52e-05     0.0     132       0
   311  9.2759476e-03  2.3728280e-04   3.67e-05     0.0     132       0
   312  9.2620542e-03  7.8201596e-04   6.54e-05     0.0     132       0
   313  9.2457699e-03  2.2657853e-04   3.59e-05    -0.3     132       0
   314  9.2412903e-03  1.9514342e-04   3.47e-05     0.0     132       0
   315  9.2378589e-03  1.7219124e-04   3.33e-05     0.0     132       0
   316  9.2304727e-03  1.7085290e-04   3.34e-05     0.0     132       0
   317  9.2245116e-03  4.5117360e-04   4.65e-05    -0.3     132       0
   318  9.2266874e-03  5.7973777e-04   5.48e-05    -0.3     132       0
   319  9.2189217e-03  3.6889226e-04   4.25e-05     0.0     132       0
   320  9.2129820e-03  1.6188857e-04   3.29e-05     0.0     132       0
   321  9.2109125e-03  1.6106021e-04   3.27e-05     0.0     132       0
